song,artist,duration,danceability,energy,acousticness,instrumentalness,liveness,loudness,speechiness,valence,tempo,cluster
Yet Again,Grizzly Bear,318423,0.472,0.875,0.00345,0.00576,0.128,-5.024,0.0446,0.461,136.064,4
South Bronx,Boogie Down Productions,310560,0.92,0.473,0.279,0.0,0.129,-8.622,0.401,0.595,95.878,6
The System Only Dreams in Total Darkness,The National,236746,0.596,0.912,0.156,0.794,0.584,-6.74,0.211,0.371,110.013,3
Ooby Dooby,Roy Orbison,132480,0.492,0.862,0.82,0.138,0.0889,-4.843,0.127,0.937,181.997,2
Ya Hey,Vampire Weekend,312653,0.584,0.65,0.179,0.000283,0.0935,-6.481,0.0427,0.491,92.01,2
Rewind,Craig David,333000,0.894,0.792,0.119,0.00161,0.206,-8.292,0.149,0.758,130.022,2
Jane Says,Jane's Addiction,287000,0.402,0.597,0.0385,2.09e-06,0.109,-9.258,0.0327,0.496,81.806,4
Peter Piper,Run–D.M.C.,203200,0.869,0.667,0.00761,0.000628,0.107,-5.197,0.256,0.564,105.513,6
Rainy Night In Georgia,Brook Benton,249760,0.512,0.253,0.417,0.00184,0.0762,-15.793,0.0391,0.326,137.082,0
My Man,Fanny Brice,205186,0.41,0.147,0.987,0.0,0.388,-12.967,0.0643,0.369,88.728,0
Hot Burrito #1,The Flying Burrito Brothers,219466,0.479,0.371,0.0118,0.0543,0.101,-12.839,0.0276,0.363,78.192,0
It's Gonna Work Out Fine,Ike & Tina Turner,182293,0.701,0.496,0.857,0.00298,0.0439,-12.57,0.128,0.938,108.679,2
Desire,U2,179360,0.49,0.827,0.000212,0.00406,0.112,-9.481,0.0482,0.626,108.577,4
Are You Lonesome Tonight?,Elvis Presley,186360,0.433,0.121,0.932,0.000287,0.101,-16.221,0.0475,0.207,74.229,0
Flava in Ya Ear,Craig Mack,217466,0.763,0.541,0.466,0.0,0.0693,-8.843,0.329,0.885,90.032,6
The Ship Song - 2010 Digital Remaster,Nick Cave & The Bad Seeds,314146,0.318,0.412,0.271,0.0,0.0959,-10.364,0.0303,0.125,142.287,4
Feeling Good,Nina Simone,174000,0.399,0.326,0.864,0.0,0.191,-9.239,0.0386,0.546,79.206,0
Township Funk,Dj Mujava,349480,0.906,0.856,0.0098,0.899,0.0816,-4.204,0.0673,0.717,121.968,3
Somebody Else,The 1975,347520,0.61,0.788,0.195,0.0142,0.153,-5.724,0.0585,0.472,101.045,4
Nasty,Janet Jackson,243933,0.843,0.873,0.454,0.041,0.267,-12.549,0.0628,0.609,103.652,2
Dead Man's Curve,Jan & Dean,167973,0.448,0.668,0.764,0.277,0.392,-11.627,0.037,0.854,133.544,1
B.Y.O.B.,System Of A Down,255466,0.538,0.981,0.00662,0.0,0.219,-2.688,0.14,0.711,101.414,4
I Fought the Law,The Clash,161360,0.523,0.902,0.019,0.000167,0.112,-6.689,0.0531,0.879,151.223,2
What I Got,Sublime,171080,0.801,0.694,0.0152,0.000761,0.315,-7.52,0.0863,0.635,95.63,2
Magnolia,Playboi Carti,181812,0.791,0.582,0.0114,0.0,0.35,-7.323,0.286,0.443,162.991,6
This Is Not A Love Song,Public Image Ltd.,252333,0.613,0.784,0.179,0.12,0.22,-9.895,0.0499,0.625,126.955,2
I Love Music,The O'Jays,412626,0.666,0.865,0.323,0.00277,0.113,-7.063,0.0597,0.932,128.306,2
"Whatever Will Be, Will Be (Que Sera, Sera) (with Frank DeVol & His Orchestra) - Single Version",Doris Day,123093,0.429,0.414,0.86,0.0,0.654,-6.832,0.034,0.772,177.417,1
"Irish Blood, English Heart",Morrissey,157466,0.587,0.804,0.0044,0.000738,0.065,-5.287,0.0392,0.359,140.112,4
Disorder - 2007 Remaster,Joy Division,209039,0.32,0.798,0.00033,0.692,0.176,-7.078,0.124,0.74,84.696,3
Dirty Deeds Done Dirt Cheap,AC/DC,231933,0.666,0.905,0.214,0.00199,0.125,-4.923,0.168,0.502,135.633,4
King of Rock,Run–D.M.C.,314146,0.825,0.857,0.00907,0.0,0.0461,-3.389,0.0448,0.791,98.204,2
Walk Like an Egyptian,The Bangles,204560,0.711,0.788,0.0117,2.05e-06,0.311,-14.705,0.0825,0.757,103.172,2
Lucky Star,Madonna,333773,0.793,0.627,0.266,7.1e-05,0.145,-10.599,0.0431,0.963,117.203,2
Making Time,The Creation,178066,0.432,0.917,0.111,3.48e-06,0.112,-7.067,0.12,0.45,70.947,4
Top Billin',Audio Two,176320,0.91,0.341,0.00931,0.0,0.27,-14.2,0.388,0.744,91.494,6
Orange Crush,R.E.M.,231466,0.519,0.83,0.000633,0.00189,0.233,-5.623,0.0535,0.542,120.695,4
County Line,Cass McCombs,337226,0.58,0.152,0.705,0.0212,0.111,-13.395,0.0382,0.323,124.76,0
Country Feedback,R.E.M.,249693,0.267,0.436,0.105,0.0146,0.401,-10.906,0.0303,0.208,144.474,4
Keep On Movin',Soul II Soul,362600,0.678,0.47,0.0305,0.000283,0.0635,-13.017,0.0594,0.686,93.144,2
Angels,The xx,171653,0.424,0.157,0.95,0.0593,0.101,-18.141,0.0428,0.342,91.537,0
Still Not a Player (feat. Joe) - Radio Version,Big Pun,236800,0.9,0.619,0.203,0.00156,0.0647,-6.518,0.312,0.864,94.121,6
The Man with the Child in His Eyes,Kate Bush,158693,0.249,0.261,0.962,0.00154,0.136,-10.592,0.0334,0.195,90.007,0
Middle of the Road - 2007 Remaster,Pretenders,254293,0.488,0.959,0.00333,0.0767,0.025,-5.575,0.0758,0.67,166.799,4
Continental Shelf,Preoccupations,198514,0.414,0.912,0.000533,0.943,0.159,-6.142,0.0509,0.603,114.421,3
Le Déserteur,Boris Vian,211960,0.49,0.0584,0.839,0.0,0.152,-15.519,0.0375,0.368,69.554,0
"Oh, Lady, Be Good! (feat. Jones-Smith, Incorporated)",Count Basie,185360,0.598,0.137,0.97,0.626,0.128,-19.099,0.0791,0.803,185.542,0
Life in the Fast Lane - 2013 Remaster,Eagles,286219,0.667,0.755,0.0966,6.94e-05,0.0523,-7.246,0.069,0.883,109.535,2
Not Ready To Make Nice,The Chicks,238093,0.452,0.531,0.13,9.33e-05,0.105,-5.072,0.0278,0.241,82.955,4
Fables Of Faubus,Charles Mingus,495800,0.518,0.344,0.562,0.00245,0.174,-14.201,0.0409,0.312,123.456,0
Bongo Bong,Manu Chao,158426,0.754,0.546,0.945,0.000277,0.129,-10.031,0.063,0.966,149.874,2
Sally Gooden,Eck Robertson,192093,0.324,0.218,0.995,0.934,0.0613,-17.917,0.0491,0.387,133.683,3
Get Free,The Vines,126573,0.502,0.978,0.000163,1.27e-06,0.287,-3.278,0.0649,0.603,138.811,4
Cruisin',Smokey Robinson,352920,0.502,0.625,0.418,0.0,0.529,-5.788,0.028,0.849,169.181,1
Mama Weer All Crazee Now,Slade,223946,0.397,0.974,0.0211,0.355,0.204,-3.549,0.0816,0.356,137.734,4
Fisherman,The Congos,328229,0.597,0.451,0.465,0.00394,0.0771,-15.05,0.188,0.65,174.205,0
Jessica - Unedited Version,Allman Brothers Band,451160,0.321,0.857,0.456,0.868,0.173,-7.89,0.0335,0.845,106.113,3
Lake of Fire,Meat Puppets,116973,0.491,0.643,0.298,0.505,0.301,-8.642,0.0415,0.658,127.955,3
Bohemian Like You,The Dandy Warhols,211706,0.584,0.931,0.00315,0.772,0.133,-6.158,0.0344,0.694,131.275,3
Queer - Re-mastered 2007,Garbage,277799,0.534,0.673,0.0129,0.000153,0.206,-6.989,0.0314,0.386,95.064,4
Don't You Worry 'Bout A Thing,Stevie Wonder,284840,0.714,0.726,0.0316,0.0,0.0666,-9.218,0.0408,0.92,124.715,2
I Can Never Go Home Anymore,The Shangri-Las,192906,0.527,0.354,0.627,0.0,0.283,-12.386,0.0397,0.164,96.022,0
Fix You,Coldplay,295533,0.209,0.417,0.164,0.00196,0.113,-8.74,0.0338,0.124,138.178,4
(This Is) The Dream Of Evan And Chan - Remastered,Dntel,344973,0.497,0.795,0.0804,0.409,0.162,-9.114,0.0427,0.0829,138.076,4
Double Barrel,Dave Collins,165093,0.791,0.619,0.195,0.000812,0.137,-8.049,0.0776,0.828,80.753,2
My Best Friend's Girl,The Cars,223253,0.799,0.608,0.0811,0.0137,0.102,-8.193,0.0411,0.963,121.915,2
Sign of the Times,Harry Styles,340706,0.516,0.595,0.0275,0.0,0.109,-4.63,0.0313,0.222,119.972,4
Love's Theme,The Love Unlimited Orchestra,247373,0.57,0.551,0.00195,0.846,0.202,-12.715,0.0341,0.656,96.993,3
Falling,HAIM,257733,0.741,0.894,0.076,4.89e-05,0.0835,-5.648,0.069,0.297,111.969,4
This Is a Call,Foo Fighters,233360,0.261,0.964,0.00141,2.87e-05,0.183,-6.654,0.0638,0.326,162.902,4
Start! - Remastered,The Jam,150453,0.653,0.32,0.0028,5.4e-05,0.0771,-10.259,0.0513,0.959,139.064,2
All My Life,Foo Fighters,263560,0.585,0.599,0.000214,0.000871,0.492,-5.704,0.0508,0.667,167.778,1
After Midnight,Eric Clapton,172693,0.625,0.615,0.214,0.0,0.0899,-13.2,0.0356,0.941,126.978,2
The Glamorous Life,Sheila E.,543560,0.759,0.675,0.0261,0.0341,0.431,-14.366,0.0422,0.866,127.522,1
Drive,The Cars,234493,0.582,0.606,0.124,0.00139,0.151,-9.961,0.0289,0.504,111.441,2
Louie Louie,Richard Berry,131640,0.873,0.599,0.234,3.13e-06,0.0937,-6.553,0.0558,0.988,121.384,2
When A Fire Starts To Burn,Disclosure,283705,0.86,0.732,0.00963,0.00115,0.243,-6.956,0.207,0.672,123.963,6
Wonderful Tonight,Eric Clapton,225026,0.57,0.207,0.667,0.117,0.124,-15.647,0.0292,0.528,95.539,0
Battery,Metallica,312706,0.487,0.944,0.000135,0.601,0.0905,-6.78,0.0823,0.392,96.552,3
The Look,Metronomy,277653,0.638,0.535,0.623,0.0391,0.0837,-7.792,0.0415,0.504,84.947,2
Linger,The Cranberries,274706,0.439,0.434,0.0783,4.87e-05,0.14,-14.918,0.0265,0.204,94.845,0
P.Y.T. (Pretty Young Thing),Michael Jackson,238733,0.888,0.815,0.23,0.000424,0.127,-4.909,0.0404,0.961,127.273,2
Needle In The Hay,Elliott Smith,256760,0.563,0.196,0.219,0.018,0.118,-17.406,0.0412,0.306,116.019,0
The Wild Side Of Life,Hank Thompson,164520,0.596,0.144,0.924,0.0,0.219,-10.307,0.0298,0.451,115.681,0
My Red Hot Car,Squarepusher,282066,0.752,0.695,0.00126,0.904,0.108,-11.403,0.0602,0.662,142.008,3
Scarborough Fair / Canticle,Simon & Garfunkel,189960,0.345,0.253,0.894,5.58e-06,0.11,-14.86,0.0332,0.331,128.688,0
Beau Mot Plage,Isolée,406413,0.798,0.608,0.0268,0.832,0.122,-11.01,0.0535,0.443,128.0,3
The Cutter,Echo & the Bunnymen,232746,0.471,0.955,0.00485,1.44e-06,0.162,-5.219,0.121,0.35,139.266,4
Minor Swing,Django Reinhardt,196626,0.58,0.47,0.933,0.743,0.098,-8.787,0.168,0.738,202.376,3
Save it For Later,The Beat,213946,0.625,0.693,0.115,0.00216,0.393,-11.091,0.0281,0.786,129.55,1
Julia - Remastered,The Beatles,176666,0.512,0.0953,0.828,0.000268,0.117,-16.082,0.0304,0.193,134.706,0
When the Saints Go Marching In,Louis Armstrong,160733,0.531,0.362,0.85,0.000101,0.121,-11.71,0.0775,0.928,206.581,0
Let The Good Times Roll,Shirley & Lee,145653,0.502,0.445,0.481,0.0,0.0823,-9.562,0.0688,0.939,140.988,2
Moonlight On Vermont - Live,Captain Beefheart & His Magic Band,237920,0.251,0.663,0.785,0.787,0.115,-12.889,0.0597,0.524,183.858,3
Show Me Love,Robin S,270760,0.81,0.707,0.0709,0.000263,0.0959,-9.949,0.0602,0.741,120.27,2
God Give Me Strength,Elvis Costello,370666,0.355,0.287,0.781,4.94e-05,0.12,-9.973,0.0316,0.161,104.608,0
Behind Blue Eyes,The Who,221693,0.41,0.53,0.126,2.36e-05,0.285,-10.793,0.0342,0.263,128.556,4
Them Changes (feat. Flying Lotus & Kamasi Washington),Thundercat,187210,0.791,0.58,0.555,0.00155,0.116,-8.377,0.0588,0.757,81.678,2
One Dance,Drake,173986,0.792,0.625,0.00776,0.00188,0.329,-5.609,0.0536,0.37,103.967,2
You Never Can Tell,Chuck Berry,161500,0.526,0.852,0.731,5.11e-05,0.241,-9.519,0.222,0.884,157.403,6
You'll Lose A Good Thing,Barbara Lynn,159866,0.591,0.324,0.606,0.000144,0.172,-13.218,0.0302,0.617,104.15,0
Open Your Heart,Madonna,253453,0.624,0.951,0.049,4.73e-06,0.195,-3.819,0.0572,0.795,113.915,2
Sloop John B - Remastered,The Beach Boys,180133,0.567,0.745,0.402,0.0,0.0873,-5.423,0.0264,0.903,125.575,2
Sleep Walk,Santo & Johnny,145333,0.779,0.212,0.759,0.959,0.235,-9.759,0.0362,0.444,94.675,3
Vomit,Girls,383600,0.515,0.584,0.00195,0.767,0.101,-7.3,0.0294,0.188,117.929,3
Big Fun,Inner City,206160,0.677,0.935,0.0787,0.376,0.0787,-11.55,0.0514,0.965,120.11,2
Stormy Weather,Ethel Waters,192253,0.354,0.151,0.988,0.0,0.182,-13.461,0.0411,0.368,80.691,0
Straighten Up And Fly Right,Nat King Cole Trio,146733,0.638,0.203,0.968,0.000403,0.122,-14.071,0.128,0.68,166.848,0
Cigarettes & Alcohol,Oasis,289373,0.295,0.865,2.65e-05,0.126,0.127,-2.293,0.048,0.523,114.685,4
Hello,Adele,295493,0.481,0.451,0.336,0.0,0.0872,-6.095,0.0347,0.289,157.966,4
Forgot About Dre,Dr. Dre,222293,0.924,0.74,0.0827,0.0,0.163,-1.299,0.0774,0.621,133.974,2
You Got Me,The Roots,259293,0.735,0.443,0.161,0.0,0.188,-8.09,0.278,0.757,81.031,6
minipops 67 [120.2][source field mix],Aphex Twin,287586,0.716,0.83,0.284,0.887,0.067,-7.661,0.0395,0.126,120.194,3
Help Me Make It Through The Night,Sammi Smith,152293,0.531,0.213,0.94,0.315,0.112,-15.56,0.0255,0.378,78.937,0
Love Letters,Ketty Lester,163186,0.584,0.298,0.711,0.0498,0.174,-14.282,0.0316,0.341,124.834,0
Coffee & TV,Blur,358773,0.743,0.743,0.0511,0.233,0.0987,-10.117,0.0367,0.707,121.604,2
Detroit City,Bobby Bare,169933,0.519,0.319,0.518,9.05e-06,0.096,-13.142,0.0287,0.473,121.647,0
Los Ageless,St. Vincent,281346,0.527,0.716,0.0698,8.71e-05,0.0737,-6.029,0.0616,0.331,99.426,4
Have Love Will Travel,The Sonics,160400,0.506,0.948,0.727,0.0,0.0904,-5.626,0.105,0.934,130.195,2
Kelly Watch the Stars,Air,226293,0.516,0.743,0.282,0.637,0.111,-8.47,0.0292,0.226,109.837,3
Starboy,The Weeknd,230453,0.679,0.587,0.141,6.35e-06,0.137,-7.015,0.276,0.486,186.003,6
After the Love Has Gone,"Earth, Wind & Fire",278040,0.424,0.443,0.532,0.000389,0.673,-13.45,0.0382,0.391,131.675,1
God's Song (That's Why I Love Mankind) - Remastered,Randy Newman,219973,0.442,0.0646,0.951,1.61e-05,0.128,-21.214,0.0518,0.201,174.021,0
Rock ‘n’ Roll Star - Remastered,Oasis,322093,0.315,0.963,0.000631,0.00164,0.488,-4.242,0.0682,0.484,138.211,1
Good Rockin' Tonight,Roy Brown,181253,0.539,0.353,0.8,2.63e-06,0.215,-9.978,0.0781,0.848,146.17,0
I Don't Feel Like Dancin',Scissor Sisters,288360,0.707,0.923,0.0195,0.0,0.342,-3.409,0.0276,0.845,108.023,2
Immaterial,SOPHIE,232806,0.776,0.717,0.115,0.00755,0.327,-4.897,0.0836,0.828,139.995,2
Freak On a Leash,Korn,255466,0.336,0.906,2.63e-05,0.0535,0.336,-5.445,0.054,0.57,103.312,4
Stolen Moments,Oliver Nelson,525666,0.537,0.257,0.865,0.888,0.123,-14.498,0.0426,0.304,116.009,3
It's All Over Now - Remastered 2002,The Rolling Stones,206440,0.6,0.702,0.0296,5.27e-06,0.329,-10.56,0.0311,0.716,99.143,2
Boredom,Buzzcocks,170066,0.101,0.965,0.000514,0.608,0.352,-4.036,0.272,0.317,187.937,4
Buffalo Gals,Malcolm McLaren,259426,0.881,0.636,0.0257,0.000257,0.207,-13.617,0.156,0.616,108.863,2
La nuit je mens,Alain Bashung,264706,0.493,0.694,0.0289,2.87e-05,0.356,-7.587,0.0287,0.538,146.927,4
Livin' Thing,Electric Light Orchestra,210640,0.553,0.599,0.285,0.0,0.191,-8.146,0.0297,0.447,123.26,4
Beautiful Life,Gui Boratto,507279,0.468,0.665,0.304,0.00194,0.0875,-8.789,0.0435,0.0383,124.994,4
The Perfect Kiss,New Order,288040,0.62,0.842,0.00574,0.153,0.279,-6.325,0.0327,0.807,130.346,2
Starry Night - Original Mix,Peggy Gou,398598,0.792,0.818,0.00446,0.724,0.0652,-8.563,0.0363,0.898,123.007,3
Easy Lee,Villalobos,609546,0.79,0.423,0.0141,0.831,0.12,-9.895,0.0688,0.299,129.026,3
The National Anthem,Radiohead,351693,0.486,0.754,0.00237,0.858,0.224,-8.552,0.0378,0.387,91.52,3
Cruel to Be Kind,Nick Lowe,210106,0.697,0.664,0.0597,2.95e-06,0.0427,-10.406,0.0261,0.811,131.686,2
You're Still The One,Shania Twain,212400,0.563,0.536,0.472,0.0,0.271,-7.149,0.0301,0.653,133.852,2
Veronica,Elvis Costello,189506,0.63,0.757,0.128,4.9e-05,0.355,-6.731,0.0359,0.737,153.989,2
Rebirth Of Slick (Cool Like Dat),Digable Planets,261266,0.884,0.334,0.0476,0.0588,0.107,-18.943,0.228,0.571,98.315,6
Saturday Night Fish Fry,Louis Jordan & His Tympany Five,325546,0.634,0.561,0.717,0.0,0.773,-7.462,0.0455,0.86,175.449,1
Slow Hands,Interpol,183973,0.243,0.969,0.000371,0.6,0.364,-3.134,0.0509,0.68,141.934,4
Nightshift,Commodores,305133,0.734,0.552,0.625,0.00738,0.0627,-10.377,0.0355,0.433,105.043,0
Everything Is Everything,Phoenix,178613,0.699,0.814,0.0298,0.0172,0.104,-7.628,0.0339,0.964,109.071,2
911 Is A Joke,Public Enemy,197266,0.734,0.787,0.0113,0.0,0.152,-12.667,0.209,0.738,103.592,6
Fineshrine,Purity Ring,209760,0.609,0.798,0.018,8.68e-06,0.434,-4.448,0.0404,0.401,130.034,1
Dream Lover,Bobby Darin,150706,0.526,0.774,0.715,0.0,0.437,-1.692,0.0459,0.715,131.715,1
Tempted,Squeeze,240333,0.734,0.358,0.0997,0.102,0.0478,-13.832,0.0346,0.393,95.112,0
Didn't I (Blow Your Mind This Time),The Delfonics,201066,0.484,0.59,0.795,0.00306,0.155,-6.663,0.0283,0.324,140.588,4
Rewind,Kelela,238145,0.746,0.416,0.0452,7.77e-05,0.12,-6.607,0.0482,0.231,132.036,4
Taj Mahal,Jorge Ben Jor,186933,0.587,0.703,0.556,0.0,0.596,-5.789,0.0556,0.725,136.704,1
Muchacha ojos de papel,Almendra,188133,0.456,0.294,0.917,4.72e-05,0.103,-9.979,0.0384,0.451,113.71,0
Quarter to Three,Gary U.S. Bonds,155559,0.495,0.975,0.721,0.0,0.89,-2.512,0.204,0.53,82.812,1
St. Louis Blues - Vocal,Louis Armstrong,177893,0.685,0.526,0.938,0.881,0.0722,-7.881,0.0548,0.959,180.015,3
Moten Swing - Remastered,Bennie Moten,203080,0.677,0.472,0.918,0.793,0.194,-9.895,0.0522,0.731,97.494,3
No Sleep Till Brooklyn,Beastie Boys,246893,0.769,0.418,0.123,0.0,0.142,-14.419,0.0629,0.682,96.994,2
Pata Pata,Miriam Makeba,180146,0.818,0.788,0.465,0.0,0.0793,-7.278,0.0382,0.974,126.038,2
Power And The Passion - Remastered Version,Midnight Oil,339400,0.779,0.737,0.0491,0.00593,0.238,-5.568,0.0847,0.874,153.389,2
PDA,Interpol,299933,0.235,0.905,2.12e-05,0.899,0.0872,-5.832,0.0689,0.277,138.219,3
By the Way,Red Hot Chili Peppers,216973,0.452,0.976,0.016,0.00631,0.0985,-4.349,0.117,0.178,123.035,4
A House Is Not a Motel - 2015 Remaster,Love,211701,0.452,0.444,0.306,0.0031,0.0756,-17.599,0.0467,0.82,80.767,0
Bernie's Tune,Gerry Mulligan Quartet,173400,0.613,0.184,0.982,0.807,0.108,-17.118,0.329,0.902,104.994,6
Cry Baby,Garnet Mimms,208770,0.578,0.335,0.755,0.000117,0.347,-10.784,0.0299,0.69,76.231,0
It's Tight Like That,Tampa Red,184626,0.534,0.182,0.995,0.941,0.119,-18.429,0.198,0.827,200.412,3
Fuck the Pain Away,Peaches,250693,0.905,0.945,0.0354,0.00529,0.0707,-2.63,0.137,0.944,131.597,2
It's Not Unusual,Tom Jones,123160,0.354,0.727,0.578,0.0,0.0879,-10.094,0.0844,0.931,184.353,4
Il Voyage En Solitaire,Gerard Manset,240920,0.239,0.23,0.89,0.0789,0.0542,-17.495,0.0347,0.462,143.319,0
Homeward Bound,Simon & Garfunkel,148600,0.544,0.324,0.852,0.0,0.111,-14.483,0.0358,0.554,93.064,0
My Mammy,Al Jolson,177507,0.464,0.336,0.772,3.96e-05,0.303,-12.64,0.0634,0.61,115.854,0
Louisiana 1927 - Remastered,Randy Newman,176000,0.325,0.28,0.317,0.00291,0.159,-11.715,0.0284,0.187,134.056,0
Hello Mary Lou (Goodbye Heart) - 2005 Digital Remaster,Ricky Nelson,138333,0.584,0.646,0.261,0.0,0.0722,-10.362,0.0299,0.94,98.968,2
Don't Delete The Kisses,Wolf Alice,275226,0.604,0.789,0.0011,0.828,0.368,-6.259,0.0273,0.348,122.032,3
Last Night,The Mar-Keys,159173,0.723,0.565,0.448,0.866,0.0708,-4.175,0.0386,0.859,126.588,3
I'd Do Anything For Love (But I Won't Do That),Meat Loaf,721000,0.395,0.562,0.467,4.13e-06,0.143,-10.383,0.0811,0.363,103.909,5
To Know Him Is To Love Him,The Teddy Bears,149480,0.273,0.412,0.898,1.35e-05,0.126,-6.568,0.0299,0.351,173.707,0
Shallow,Lady Gaga,215733,0.572,0.385,0.371,0.0,0.231,-6.362,0.0308,0.323,95.799,0
Build Me Up Buttercup,The Foundations,178226,0.642,0.677,0.207,0.0,0.303,-4.655,0.03,0.871,134.116,2
Mad About The Boy,Dinah Washington,166173,0.348,0.293,0.824,0.000177,0.168,-9.566,0.0329,0.268,150.932,0
King Porter Stomp,Jelly Roll Morton,153426,0.733,0.169,0.995,0.817,0.189,-15.982,0.139,0.921,96.352,3
call the police,LCD Soundsystem,418773,0.38,0.727,9.25e-05,0.00488,0.0744,-6.477,0.0435,0.34,151.012,4
Men's Needs,The Cribs,195973,0.547,0.944,0.000102,9.95e-05,0.0665,-2.264,0.0469,0.835,122.005,2
Tighten Up,The Black Keys,211040,0.459,0.708,0.00142,4.44e-06,0.485,-6.167,0.0681,0.583,108.952,1
It's Now or Never,Elvis Presley,195186,0.643,0.461,0.517,0.000255,0.598,-11.919,0.0372,0.786,126.198,1
I Touch Myself,Divinyls,227640,0.66,0.711,0.181,7.47e-06,0.0647,-10.211,0.0334,0.726,109.328,2
Bei Mir Bist Du Schon - Remastered,The Andrews Sisters,186906,0.609,0.387,0.956,0.0,0.203,-10.407,0.0897,0.893,166.142,0
100%,Sonic Youth,149293,0.451,0.888,0.00151,0.00542,0.386,-9.898,0.0646,0.299,117.046,4
Tramp,Otis Redding,181253,0.89,0.377,0.204,1.31e-05,0.0741,-12.111,0.0605,0.907,106.979,2
You're So Fine,The Falcons,147666,0.628,0.253,0.923,1.47e-05,0.0926,-15.588,0.0363,0.665,115.654,0
Moments In Love,The Art Of Noise,617360,0.676,0.4,0.441,0.135,0.176,-8.491,0.0716,0.469,138.09,5
Set Adrift on Memory Bliss (Re-Recorded),P.M. Dawn,235800,0.795,0.705,0.00118,0.00658,0.136,-8.552,0.0715,0.482,100.025,2
Love Is A Losing Game,Amy Winehouse,154160,0.48,0.561,0.317,0.00641,0.184,-5.874,0.027,0.541,164.791,4
Biology,Girls Aloud,214613,0.541,0.955,0.0318,0.000114,0.113,-2.882,0.0555,0.715,145.644,4
For Those About To Rock (We Salute You),AC/DC,344240,0.371,0.909,0.000319,0.594,0.463,-5.704,0.0951,0.504,133.477,3
No Quarter - 1990 Remaster,Led Zeppelin,419133,0.339,0.34,0.657,0.459,0.375,-14.377,0.0385,0.117,142.362,0
Days,The Kinks,172480,0.544,0.751,0.0986,0.00966,0.0671,-7.913,0.0266,0.91,100.894,2
As Tears Go By - Remastered 2002,The Rolling Stones,165213,0.375,0.29,0.734,0.00169,0.185,-10.889,0.0293,0.344,113.163,0
Hit Me With Your Rhythm Stick,Ian Dury & The Blockheads,225440,0.715,0.781,0.0575,0.000124,0.127,-10.197,0.0369,0.899,104.312,2
Honky Tonk Train Blues,"Meade ""Lux"" Lewis",192400,0.414,0.336,0.992,0.928,0.168,-18.566,0.0411,0.892,78.695,3
The Pretender,Foo Fighters,269373,0.433,0.959,0.000917,0.0,0.028,-4.04,0.0431,0.365,172.984,4
Ain't Talkin' 'Bout Love - 2004 Remaster,Van Halen,227440,0.501,0.957,0.00997,3.34e-05,0.245,-5.127,0.0449,0.532,139.113,4
Perth,Bon Iver,262079,0.491,0.457,0.86,0.444,0.307,-14.473,0.0456,0.0806,120.019,0
La Superbe,Benjamin Biolay,377226,0.377,0.697,0.0523,0.0178,0.228,-6.337,0.0391,0.31,150.035,4
Going To A Go-Go - Album Version / Stereo,Smokey Robinson & The Miracles,170600,0.622,0.701,0.305,0.0,0.092,-8.807,0.0329,0.965,129.566,2
Late For The Sky - Remastered,Jackson Browne,339626,0.325,0.314,0.402,6.93e-05,0.0817,-10.884,0.0295,0.219,166.933,0
Hail Mary,Makaveli,309800,0.654,0.637,0.158,1.28e-05,0.338,-6.915,0.293,0.364,81.947,6
Blue Moon - Take 9/M,Elvis Presley,162213,0.419,0.1,0.952,0.449,0.112,-22.829,0.0415,0.256,129.803,0
Girlfriend,Christine and the Queens,199706,0.819,0.602,0.0343,0.0017,0.184,-6.521,0.0408,0.809,110.018,2
Romeo And Juliet,Dire Straits,360666,0.613,0.441,0.546,0.0132,0.0869,-11.999,0.0309,0.525,87.573,0
My Prerogative,Bobby Brown,288800,0.758,0.596,0.0605,0.0,0.288,-11.406,0.0504,0.645,110.608,2
Only The Strong Survive - Single Version,Jerry Butler,157386,0.454,0.382,0.673,0.0,0.219,-11.128,0.0486,0.847,124.801,0
coffee,Miguel,286573,0.556,0.618,0.00558,0.000351,0.153,-7.471,0.0463,0.121,80.985,4
Lowdown,Boz Scaggs,315640,0.662,0.788,0.0812,0.141,0.0351,-5.544,0.0635,0.929,116.499,2
Here I Come (Broader Than Broadway),Barrington Levy,223191,0.698,0.515,0.219,0.0,0.124,-13.029,0.0605,0.724,85.023,2
Bad Kingdom,Moderat,262840,0.425,0.657,0.00231,0.888,0.286,-8.143,0.0572,0.261,118.018,3
Satta Massagana,The Abyssinians,210533,0.637,0.471,0.405,0.000262,0.106,-10.669,0.27,0.793,76.809,6
Ev'ry Time We Say Goodbye,Ella Fitzgerald,212693,0.191,0.255,0.873,0.000292,0.172,-9.402,0.0327,0.187,78.09,0
Pictures Of Lily,The Who,164146,0.465,0.777,0.0179,1.23e-06,0.169,-8.299,0.0826,0.652,126.453,4
Professional Widow - Armand's Star Trunk Funk Mix,Tori Amos,227240,0.727,0.969,0.00945,0.0017,0.364,-4.493,0.0419,0.737,128.05,2
El Día Que Me Quieras,Carlos Gardel,201932,0.313,0.242,0.964,0.00788,0.107,-12.028,0.0383,0.406,87.07,0
Waitin' for a Superman,The Flaming Lips,257399,0.454,0.772,0.007,0.0253,0.322,-7.291,0.0384,0.636,170.339,4
0 To 100 / The Catch Up,Drake,275226,0.559,0.716,0.737,0.0,0.252,-3.964,0.39,0.504,176.618,6
