names,uri,artists,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
Not My Idea,spotify:track:59nbHGoIBlZzIhqYeUooFx,['Garbage'],0,0.578,0.921,9,-5.05,0,0.0368,4.81e-05,0.000116,0.0905,0.506,98.233,221133,4,5
Only Happy When It Rains,spotify:track:0c1iL21nLuQNZTWiijOZUG,['Garbage'],43,0.473,0.874,8,-3.66,0,0.0409,6.14e-05,0.000606,0.111,0.444,121.475,226400,4,5
The World Is Not Enough,spotify:track:0wnIPcs7V0XMwtcg0yjKpg,['Garbage'],43,0.477,0.855,10,-4.612,0,0.03,0.0421,0.0843,0.126,0.462,85.806,237733,4,5
Roads,spotify:track:2sW8fmnISifQTRgnRrQTYW,['Portishead'],63,0.607,0.294,5,-11.836,1,0.0764,0.778,0.162,0.106,0.192,76.083,303973,4,4
Sour Times,spotify:track:6vTtCOimcPs5H1Jr9d0Aep,['Portishead'],61,0.698,0.633,8,-6.68,0,0.0406,0.0508,0.272,0.264,0.55,94.085,252267,4,5
Hello,spotify:track:2MN6G2691yD8bebkuHom3C,['Poe'],0,0.75,0.735,9,-8.509,1,0.109,0.0237,0.124,0.129,0.518,92.902,271680,4,6
Trigger Happy Jack - Drive-By A Go-go,spotify:track:4KJuD8L1r58inOBQ2vmHNb,['Poe'],0,0.575,0.503,10,-9.988,0,0.116,0.0493,0.0,0.321,0.481,171.074,216693,4,5
Angry Johnny,spotify:track:07uIJvncK53p5XjQersG1C,['Poe'],0,0.545,0.495,6,-11.116,0,0.0369,0.667,1.01e-05,0.143,0.614,176.916,258400,4,4
Kiss Me,spotify:track:2aZ5oYPdDbLNRIUghXM9EV,['Sixpence None The Richer'],39,0.475,0.898,3,-4.776,1,0.0442,0.00379,0.00108,0.082,0.351,100.127,199093,4,1
Fever,spotify:track:4Ke1CYcm2wYDFlOhziFFjK,['Peggy Lee'],53,0.833,0.0756,4,-20.822,0,0.147,0.314,0.0,0.111,0.338,136.007,202693,4,4
White Rabbit,spotify:track:4vpeKl0vMGdAXpZiQB2Dtd,['Jefferson Airplane'],71,0.551,0.293,2,-12.503,1,0.0272,0.486,0.000273,0.0864,0.322,106.798,150640,4,4
Fortunate Son,spotify:track:4BP3uh0hFLFRb5cjsgLqDh,['Creedence Clearwater Revival'],80,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,140773,4,1
Lost Your Mind,spotify:track:6G08WE2rjuoaspgwcK2xij,"['Zimmer', 'Fhin']",49,0.699,0.716,3,-7.497,0,0.0375,0.325,0.0836,0.111,0.377,100.982,291605,4,5
Cycle,spotify:track:5c5kkAZq4H50Yd4cdlgcxg,['Teen Daze'],0,0.411,0.752,1,-7.711,1,0.0425,0.413,0.319,0.251,0.233,159.95,248960,4,7
Daylight,spotify:track:37uqBNIiYgCuSF0ppMWzVx,['Beauvois'],51,0.691,0.49,11,-12.883,0,0.275,0.918,0.376,0.0751,0.0385,107.965,244506,4,4
Goodbye,spotify:track:7aOxRy9Hlu3UrZx3H80OZr,['Hazey Eyes'],21,0.525,0.371,8,-7.201,1,0.15,0.428,0.000196,0.108,0.318,101.913,190012,4,4
Running,spotify:track:5gTO879fvJUl6gYQ1Kvz0f,['Nyxen'],50,0.662,0.848,5,-6.334,0,0.0618,0.0257,0.0583,0.121,0.259,114.027,210283,4,5
I Got You,spotify:track:0h99zA3r6YdWADT2x9cwTr,"['Leska', 'Batuk']",20,0.734,0.462,1,-8.057,0,0.133,0.449,0.0,0.0882,0.462,99.991,199500,4,5
Steal Away,spotify:track:3MshXF4YQRoFw82plcsUge,['Robbie Dupree'],54,0.676,0.624,2,-9.213,1,0.0345,0.434,0.0398,0.576,0.661,122.261,206733,4,1
You're My Best Friend - Remastered 2011,spotify:track:4OKf7CcYuw5H2HptkcKxcP,['Queen'],60,0.518,0.761,0,-7.025,1,0.0452,0.158,0.00765,0.0715,0.576,118.738,170800,4,1
That's All - Single Version,spotify:track:3xaBJGjMnrbuu2wlI5itEv,['Genesis'],28,0.61,0.419,4,-15.334,0,0.0423,0.221,0.00964,0.0506,0.848,175.255,266307,4,4
You Can't Hurry Love - 2016 Remaster,spotify:track:4YwbSZaYeYja8Umyt222Qf,['Phil Collins'],76,0.62,0.936,7,-4.593,1,0.0308,0.0261,0.0,0.0679,0.763,97.527,175747,4,6
I've Got No Strings,spotify:track:7fjmYUeonVOEyr0lYOKvMy,['Dickie Jones'],48,0.513,0.288,3,-16.054,1,0.0686,0.675,0.0226,0.0602,0.838,92.228,142720,4,4
I Wan'na Be Like You (The Monkey Song),spotify:track:2EeVPGHq2I7fjeDfT6LEYX,"['Louis Prima', 'Phil Harris', 'Bruce Reitherman']",61,0.746,0.404,7,-15.09,0,0.0995,0.662,0.000238,0.281,0.795,96.317,279453,4,4
Don't Bring Me Down,spotify:track:72ahyckBJfTigJCFCviVN7,['Electric Light Orchestra'],72,0.638,0.867,2,-6.469,1,0.0331,0.144,0.000733,0.0846,0.805,115.692,243373,4,1
Rasputin,spotify:track:5jkFvD4UJrmdoezzT1FRoP,['Boney M.'],66,0.639,0.893,9,-6.509,1,0.036,0.289,0.00816,0.222,0.966,126.143,351573,4,6
Paris,spotify:track:4EaO2XR7gWaHq8DW7nu1iY,['Magic Man'],51,0.472,0.881,2,-5.252,1,0.0524,0.0876,0.0,0.0698,0.502,178.858,232747,4,7
Africa,spotify:track:2LKPCm25tP68EP8w5SczZH,['TOTO'],0,0.693,0.582,9,-9.341,1,0.0297,0.204,0.00027,0.0508,0.678,92.667,296773,4,6
Too Shy - 2004 Remaster,spotify:track:3OQtbwQ9U4A0VDH1rjamZJ,['Kajagoogoo'],43,0.691,0.79,10,-10.263,0,0.0633,0.0418,6.93e-05,0.091,0.746,108.266,225853,4,5
Side,spotify:track:0vE909ySKQYBgx7oACaHpQ,['Travis'],0,0.455,0.849,7,-5.461,0,0.0284,0.000493,1.52e-05,0.466,0.533,90.955,239240,4,5
One,spotify:track:5e7OZ8PyDJYQdGAiidCPad,['Aimee Mann'],46,0.612,0.166,4,-13.974,0,0.041,0.848,0.00139,0.125,0.356,124.433,173653,4,4
Mess Around,spotify:track:7DJsL4jyXA39GDiHFQYQ0t,['Ray Charles'],58,0.565,0.962,8,-2.981,1,0.064,0.437,0.0,0.056,0.906,148.808,160227,4,6
Tom's Diner,spotify:track:7f9sC9fvtjYSZYOLSmKJlq,"['Suzanne Vega', 'DNA']",61,0.86,0.439,6,-12.264,0,0.0495,0.0204,0.0147,0.0465,0.725,99.144,228307,4,5
Pick Yourself Up,spotify:track:14gEDPQtsTcbZOWs7EXg4V,"['Nat King Cole', 'George Shearing']",42,0.579,0.164,10,-16.947,1,0.0544,0.873,3.29e-06,0.217,0.311,108.443,191560,4,4
Loba,spotify:track:1fPCGREltHJuV3axEPydLp,['Shakira'],66,0.853,0.706,7,-7.598,1,0.0451,0.403,0.046,0.0751,0.778,121.991,189200,4,6
Wanted Dead Or Alive,spotify:track:2fY6tqgrlrg1ky9fgs0t5u,['Bon Jovi'],0,0.257,0.803,7,-3.886,1,0.0411,0.137,0.0156,0.297,0.294,150.818,308667,4,7
Don't Phunk With My Heart,spotify:track:4MtDnnAJ1AtWit10FRmZdW,['Black Eyed Peas'],54,0.689,0.929,5,-2.76,0,0.0608,0.00933,0.0,0.548,0.609,130.899,239773,4,5
Classic Man (feat. Roman GianArthur),spotify:track:3G7XYAwtxtoGK7fAm4IlD9,"['Jidenna', 'Roman GianArthur']",60,0.79,0.585,8,-6.058,1,0.0348,0.185,0.0,0.292,0.585,94.072,226000,4,6
What Goes Around...Comes Around - Radio Edit,spotify:track:6LtidZ09rh1n991F8qYPui,['Justin Timberlake'],0,0.717,0.7,7,-5.155,1,0.0624,0.153,0.000462,0.141,0.499,75.979,313133,4,6
I'm Not Over,spotify:track:407vJkfEQMGDu1MVCWNnMX,['Carolina Liar'],49,0.533,0.903,11,-2.984,1,0.0797,0.000742,0.0777,0.0641,0.476,130.989,201627,4,6
Sensual Seduction,spotify:track:1wva1IlWLDNLgwipUWcmjy,['Snoop Dogg'],58,0.756,0.829,11,-3.973,1,0.0682,0.003,3.46e-05,0.0578,0.504,120.163,245520,4,6
Where It's At,spotify:track:7mQertZHtd37UQ2uJs0Uct,['Beck'],0,0.673,0.662,2,-7.384,1,0.0732,0.24,0.0289,0.126,0.522,96.948,329573,4,1
In Too Deep,spotify:track:1HNE2PX70ztbEl6MLxrpNL,['Sum 41'],74,0.568,0.844,9,-5.875,1,0.0505,0.000189,0.0,0.0607,0.766,116.046,207093,4,6
Tattoo,spotify:track:3Ui2jdyxbZQrZohfM0NOgG,['Jordin Sparks'],62,0.566,0.766,2,-5.036,1,0.0399,0.431,0.0,0.101,0.547,168.005,233467,4,1
Cold Comfort,spotify:track:5ZQhX6lpd8JsUN1bCfPBUE,['scntfc'],0,0.502,0.154,5,-17.115,1,0.0363,0.979,0.458,0.5,0.208,139.882,243429,4,4
Argonaut,spotify:track:1h24r3uHcXqqSntThwu1Q9,['scntfc'],0,0.514,0.327,2,-13.588,0,0.0276,0.604,0.915,0.187,0.11,98.234,325714,4,4
Walkin' On The Sun,spotify:track:2JAf4C2jcUAGixxywJEUvm,['Smash Mouth'],49,0.734,0.977,6,-4.756,1,0.0319,0.498,0.0,0.155,0.967,123.284,206413,4,6
Lonely Rolling Star,spotify:track:5sYgsJJpbyfKCm8s4cRrWE,['GameChops'],0,0.549,0.68,8,-4.545,1,0.0375,0.0236,0.00459,0.113,0.339,169.96,344575,4,7
Fall Behind Me,spotify:track:3SCwQM78OCR54xEL3JAmKk,['The Donnas'],33,0.438,0.966,0,-2.002,1,0.0593,2.84e-05,0.000274,0.746,0.477,145.819,202840,4,7
What I Didn't Know,spotify:track:00rGtsA6s1ymgW70p1LzlM,['Athenaeum'],28,0.539,0.93,11,-6.035,1,0.0624,0.0138,0.0,0.0673,0.584,127.454,218440,4,6
Coin-Operated Boy,spotify:track:2OcJNw7K8cYs4FKoh8aEow,['The Dresden Dolls'],45,0.631,0.455,7,-8.541,1,0.151,0.653,6.48e-05,0.048,0.543,134.772,286413,4,4
Sorry,spotify:track:7qpDqr5TxcTlOHG0k7moGt,['Buckcherry'],0,0.545,0.762,2,-3.634,1,0.0301,0.0334,0.0,0.209,0.36,130.926,226147,4,1
Paper Planes,spotify:track:1kusepF3AacIEtUTYrw4GV,['M.I.A.'],47,0.447,0.848,2,-6.175,1,0.222,0.033,7.45e-05,0.722,0.485,172.247,203760,4,7
Drive,spotify:track:2kJqNHHGOzLNahukdvlDWN,['Oh Wonder'],63,0.657,0.456,9,-8.351,1,0.0961,0.705,8.84e-06,0.084,0.381,141.735,196466,4,4
Royals,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,['Lorde'],77,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,190185,4,6
Team,spotify:track:3G6hD9B2ZHOsgf4WfNu7X1,['Lorde'],76,0.69,0.578,6,-7.436,1,0.0929,0.167,0.0,0.305,0.416,99.961,193059,4,6
Tomorrow Comes Today,spotify:track:3qdDjz9kOvquEFbvXBYOMQ,['Gorillaz'],53,0.751,0.596,6,-4.594,1,0.0301,0.0071,0.589,0.103,0.57,93.213,193600,4,3
Wildfire,spotify:track:0QTCTu0CXv4X1JEE4gNpGv,['John Mayer'],60,0.719,0.665,8,-8.589,1,0.0331,0.15,0.00092,0.144,0.763,96.999,253493,4,6
Call Me,spotify:track:0vLwL4xuJ3s7SeaCdvMqkY,['Blondie'],60,0.551,0.628,2,-13.799,1,0.036,0.0336,0.000194,0.151,0.777,142.167,212893,4,1
Just a Friend,spotify:track:3yNVfRQlUPViUh8O2V9SQn,['Biz Markie'],61,0.862,0.663,0,-9.004,1,0.21,0.12,0.0,0.318,0.837,85.308,238267,4,1
American Boy (feat. Kanye West),spotify:track:41on8RwRh22IHcChAN2gm8,"['Estelle', 'Kanye West']",0,0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,117.932,284733,4,2
Ace of Spades,spotify:track:1T45V6RDj1vTLFY6Cw4tNf,['Motörhead'],42,0.325,0.991,3,-5.254,0,0.197,0.0146,0.000134,0.0928,0.147,140.228,167160,4,7
Gatekeeper,spotify:track:3RYbXTVdT6XtRkr36XZWrc,['Feist'],42,0.852,0.0562,9,-16.293,0,0.049,0.964,0.0,0.123,0.329,109.808,136427,4,4
Cassius,spotify:track:6WSwpntYLSyhIeAJkyPg0g,['Foals'],0,0.578,0.926,7,-5.345,1,0.094,0.00836,0.000214,0.319,0.585,150.883,229520,4,7
Inhaler,spotify:track:3tRqWoZuQtOfG54Vd6nNdq,['Foals'],0,0.536,0.73,2,-7.606,0,0.0427,0.0036,0.668,0.183,0.438,97.206,292547,4,3
Keep It Together,spotify:track:7dsKkDiMvdcGM6BpWU6mRC,['Guster'],34,0.575,0.597,4,-8.272,1,0.0296,0.064,0.0,0.2,0.55,117.566,223333,4,1
Are You In?,spotify:track:0IRvfvDUVIvbvgCDY17wnp,['Incubus'],0,0.526,0.587,2,-8.733,1,0.039,0.24,0.243,0.886,0.364,93.986,264200,4,1
Naima,spotify:track:1hVRTl4yhWmGW7ImZoO22e,['John Coltrane'],4,0.303,0.0141,10,-19.759,0,0.0418,0.948,0.0944,0.0792,0.157,171.439,258266,3,0
Sweet Talk,spotify:track:4IBTEftHDFMV8femNMlfMP,['The Killers'],48,0.373,0.917,2,-4.411,1,0.0509,0.0052,0.0,0.152,0.388,179.844,258867,4,7
"Steady, As She Goes",spotify:track:2zk1COXk7NaAaDW1KWMuio,['The Raconteurs'],0,0.53,0.601,9,-4.364,1,0.112,0.00882,0.0211,0.083,0.572,123.009,215293,4,6
Clumsy,spotify:track:50xeLNGKmskmYUSINhqvfa,['Fergie'],60,0.731,0.563,2,-4.046,1,0.131,0.191,0.00042,0.296,0.452,184.009,240427,4,7
Alright,spotify:track:5xC8uOesnn0udeXAYlAnoY,['Supergrass'],72,0.467,0.958,4,-4.808,0,0.0775,0.000479,0.199,0.299,0.701,145.92,180880,4,7
Funky Dealer,spotify:track:4SkaqNVkYf79qdIUQM5nMs,['Hideki Naganuma'],45,0.682,0.956,11,-5.597,1,0.0819,0.00088,0.0104,0.347,0.879,136.999,211115,4,6
Spellbound,spotify:track:4DXswc4p8mel7E6C1ZSHDq,['Lacuna Coil'],47,0.318,0.924,9,-2.768,0,0.0551,0.00105,0.00183,0.342,0.285,184.101,201147,4,7
Toxicity,spotify:track:0snQkGI5qnAmohLE7jTsTn,['System Of A Down'],78,0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,218933,3,0
I Like It,spotify:track:4YPYJVaMg5uvvm7I7RN3tK,['Lacuna Coil'],0,0.523,0.881,7,-3.704,1,0.0432,0.00064,0.000175,0.11,0.183,122.056,222467,4,7
Survive,spotify:track:4PCnwYwV5dcC6The3NftaY,['Lacuna Coil'],0,0.203,0.903,2,-3.828,1,0.0866,0.0351,0.0,0.113,0.136,158.397,214680,4,7
I Won't Tell You,spotify:track:5o1ZIOQJ2EPTr8draCzGax,['Lacuna Coil'],0,0.48,0.946,7,-2.746,1,0.0757,0.00288,4.19e-06,0.401,0.201,131.999,229013,4,7
Not Enough,spotify:track:43mu4VM059fMj3aVKSeEvM,['Lacuna Coil'],0,0.517,0.914,9,-3.432,0,0.0512,0.0345,0.00187,0.111,0.2,121.993,220280,4,5
I'm Not Afraid,spotify:track:3VDWALeJRPnrZRhgvNk80j,['Lacuna Coil'],0,0.388,0.931,11,-3.412,1,0.0648,0.0058,8.36e-06,0.227,0.327,92.272,202667,4,6
Underdog,spotify:track:54QxAJkcVTDFRNEVNfkYGy,['Lacuna Coil'],0,0.426,0.906,9,-3.637,1,0.086,0.000857,0.0,0.135,0.329,140.075,220627,4,7
The Pain,spotify:track:3b8XMNFPhqtOwuZZogPP3T,['Lacuna Coil'],0,0.337,0.866,0,-4.826,1,0.0496,0.0385,0.117,0.127,0.347,140.082,240547,4,7
Wide Awake,spotify:track:2xPOriM8lV9Y4V5kjwJlGa,['Lacuna Coil'],0,0.423,0.59,2,-5.03,1,0.0253,0.00345,0.00565,0.395,0.103,95.002,231427,3,0
The Maze,spotify:track:77s3OestHplSLWio9zpPHq,['Lacuna Coil'],0,0.323,0.943,4,-3.072,1,0.0859,0.0564,0.0,0.186,0.442,153.913,218213,4,7
Unchained,spotify:track:105nYjBXWYPwSQ1UgFxGqG,['Lacuna Coil'],0,0.392,0.94,11,-3.455,0,0.0587,0.00207,4.74e-05,0.368,0.233,134.026,202093,4,7
Shallow Life,spotify:track:6TJYxlYi2Gc4Hxmv0ApoRh,['Lacuna Coil'],0,0.511,0.774,11,-6.395,0,0.0309,0.155,0.0117,0.144,0.305,136.039,240080,4,5
Trip the Darkness,spotify:track:071qZ9lL7h6ULW1WNgQjE3,['Lacuna Coil'],49,0.315,0.911,0,-4.136,0,0.056,4.28e-05,0.0,0.369,0.38,183.974,193880,3,0
Against You,spotify:track:6ik8OotIniEm64d8ddhkV5,['Lacuna Coil'],30,0.424,0.952,7,-3.98,1,0.0711,5.19e-06,2.14e-05,0.366,0.226,100.01,230533,4,7
Kill The Light,spotify:track:3DJbHfY5CMfsEDO935cWd5,['Lacuna Coil'],39,0.454,0.906,0,-3.29,1,0.0432,1.43e-05,0.0,0.143,0.477,135.946,214667,4,1
Give Me Something More,spotify:track:4O7bqMYCSdjSRmId6uVMZG,['Lacuna Coil'],31,0.482,0.872,7,-4.038,1,0.0399,1.06e-05,1.37e-05,0.116,0.281,121.939,235827,4,7
Upsidedown,spotify:track:0dA9TfUtgoVZTWiGUEXiIq,['Lacuna Coil'],33,0.484,0.884,4,-3.266,0,0.059,1.64e-05,0.0,0.0447,0.602,103.041,183440,4,5
End of Time,spotify:track:5aDNR9kL3HsG3kUAeuguHl,['Lacuna Coil'],43,0.491,0.851,7,-4.216,1,0.0349,0.000422,0.0,0.116,0.247,107.978,232467,4,6
I Don't Believe In Tomorrow,spotify:track:1uEKuHpYRiwoaOFfMben4z,['Lacuna Coil'],30,0.36,0.914,9,-4.378,1,0.0669,5.89e-05,0.0,0.132,0.227,200.058,251520,3,0
Intoxicated,spotify:track:1Gdt94I4Jwh0BBMK4tVMqk,['Lacuna Coil'],41,0.43,0.883,2,-3.509,0,0.0439,2.99e-05,0.0,0.123,0.307,85.927,227600,4,5
The Army Inside,spotify:track:6s9LxnFC07m2wWrcAhfzde,['Lacuna Coil'],28,0.461,0.962,9,-3.061,0,0.0617,3.18e-05,0.0,0.335,0.39,89.994,191960,4,5
Losing My Religion,spotify:track:7tIXyFkZc4p3GTx5YQMbJl,['Lacuna Coil'],50,0.524,0.857,9,-3.947,0,0.0381,0.000181,0.0,0.0618,0.221,120.005,222400,4,5
Fire,spotify:track:5eXXZ3pNHPxm9mYt4clYJc,['Lacuna Coil'],31,0.483,0.942,9,-2.873,0,0.0574,6.43e-05,0.0,0.0819,0.456,131.911,174440,4,5
My Spirit,spotify:track:1yXol6xnEJ04W4coqCi6hb,['Lacuna Coil'],30,0.412,0.718,4,-4.528,0,0.0354,4.81e-05,0.000345,0.0965,0.111,120.129,349867,4,7
Nothing Stands in Our Way,spotify:track:20gUq53TwfLsyq7AIUL2tt,['Lacuna Coil'],38,0.488,0.979,4,-3.018,1,0.0509,9.76e-05,0.00015,0.133,0.425,98.948,247573,4,1
Zombies,spotify:track:0gGYt8EdfU39d3IAMONxA3,['Lacuna Coil'],33,0.404,0.964,8,-2.975,1,0.0658,0.00101,9.07e-06,0.0766,0.491,80.97,227440,4,6
Hostage to the Light,spotify:track:0luo6xtSEr8N5j7F3qYk8H,['Lacuna Coil'],32,0.398,0.946,2,-3.17,0,0.055,0.00158,1.05e-05,0.303,0.328,153.946,236027,4,7
Victims,spotify:track:488mB1XAyHdmLjH5T9S0GD,['Lacuna Coil'],25,0.461,0.956,0,-3.94,1,0.0442,9.35e-05,0.115,0.0998,0.4,144.035,271800,4,7
Die & Rise,spotify:track:1cjay4ZRHLUEPPYK9sWFI7,['Lacuna Coil'],29,0.448,0.972,7,-3.455,1,0.0583,0.000339,1.18e-05,0.238,0.54,98.032,224773,4,6
I Forgive (But I Won't Forget Your Name),spotify:track:6sBzoJcptqlnns1eJ03wXF,['Lacuna Coil'],36,0.516,0.962,5,-2.5,0,0.0411,0.0023,0.00548,0.113,0.569,122.043,236227,4,5
Cybersleep,spotify:track:4i1xwl9QefDGyHnohJIDCF,['Lacuna Coil'],30,0.424,0.85,4,-4.464,1,0.0351,5.16e-05,0.0244,0.414,0.134,130.009,266187,4,7
Infection,spotify:track:4KjAoFtWhM9V5llvpvPJcY,['Lacuna Coil'],25,0.511,0.986,5,-3.242,1,0.0538,7.62e-05,0.0523,0.0951,0.296,105.003,263093,4,7
I Burn in You,spotify:track:5ZRePOCh5s2UeNWmewGWOu,['Lacuna Coil'],25,0.243,0.902,11,-3.44,0,0.0523,0.000329,0.00136,0.0784,0.175,86.826,255267,3,0
In the End I Feel Alive,spotify:track:2Azfh2uTyTDlx3ia8srEmZ,['Lacuna Coil'],27,0.512,0.928,2,-3.693,0,0.0275,0.000103,0.174,0.168,0.491,102.014,261360,4,5
All of Us,spotify:track:5nkaFtha1GDMut7KaUkibP,['Blindside'],29,0.507,0.878,2,-3.027,0,0.0328,0.0149,2.79e-05,0.227,0.431,94.473,211600,4,5
Weightless,spotify:track:1rfNHE4OrshBWNOWUgAf0e,['Nada Surf'],21,0.129,0.663,10,-6.233,1,0.0397,0.02,0.00161,0.329,0.365,172.358,212213,3,0
Under the Sun - Remastered,spotify:track:24RDRstvCjwwF2pgXd5Nf4,['Sugar Ray'],28,0.523,0.73,10,-5.682,0,0.0349,0.000569,1.04e-06,0.0981,0.731,86.096,201000,4,5
Heart-Shaped Box,spotify:track:11LmqTE2naFULdEP94AUBa,['Nirvana'],78,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,281160,4,7
Breakdown,spotify:track:6tpGF2kYnrqO0S44jKxduZ,['Tantric'],58,0.569,0.945,8,-5.673,0,0.0503,0.00936,0.0,0.121,0.483,100.04,190667,4,5
The Devil Went Down to Georgia,spotify:track:6gRACp2CvsIhc7hyw8CecQ,['The Charlie Daniels Band'],59,0.517,0.535,0,-12.027,1,0.0494,0.131,0.0,0.085,0.933,135.087,215067,4,1
Gravity Of Love,spotify:track:13iOPBvJOkIyqj3DtIEPe8,['Enigma'],32,0.566,0.804,1,-8.556,0,0.0492,0.106,0.222,0.0919,0.456,140.063,238867,4,5
Helicopter,spotify:track:7vjzFWG4neQ9YYMN9yZ9hr,['Bloc Party'],58,0.47,0.952,11,-3.641,0,0.134,0.000139,0.00283,0.386,0.398,170.058,220573,4,7
Banquet,spotify:track:2YxXuCdbUpil3P7tRjhW1t,['Bloc Party'],62,0.578,0.892,10,-7.952,0,0.0441,0.000139,0.0111,0.215,0.892,150.253,196613,4,5
What's My Name?,spotify:track:5xZtUAVUVfjBtVtMOgMkyy,"['Rihanna', 'Drake']",54,0.69,0.786,2,-2.959,1,0.0692,0.229,0.0,0.0797,0.583,100.049,263173,4,1
Meet Me Halfway,spotify:track:3evTG0FJEHFYmgOeFgPo0s,['Black Eyed Peas'],50,0.801,0.621,11,-6.838,0,0.0652,0.00409,2.47e-05,0.131,0.448,130.006,284413,4,5
It's Tricky,spotify:track:6jBCehpNMkwFVF3dz4nLIW,['Run–D.M.C.'],71,0.965,0.857,11,-8.458,0,0.17,0.00131,0.0,0.0726,0.951,127.656,183760,4,5
POWER,spotify:track:2gZUPNdnz5Y45eiGxpHGSc,['Kanye West'],78,0.542,0.914,0,-4.747,0,0.113,0.0161,0.0,0.744,0.576,153.993,292093,4,7
"Decode - Live at Red Rocks Amphitheatre, Morrison, CO, 8/12/2014",spotify:track:5rrJOeJ2SMhtQjIPD8kmLr,['Paramore'],46,0.277,0.949,10,-4.072,0,0.0919,0.00155,0.000112,0.765,0.232,164.102,264205,4,7
Down I-5,spotify:track:26f6EiUnfdtFf6fg45HSYo,"['Neko Case', 'k.d. lang', 'Laura Veirs']",24,0.535,0.685,4,-12.949,1,0.0455,0.122,0.325,0.142,0.477,120.573,182024,4,1
Moon And Moon,spotify:track:7HaNlbEP3u3WAxNxVC6M5m,['Bat For Lashes'],40,0.309,0.254,9,-12.485,0,0.0291,0.981,0.0164,0.0908,0.204,168.745,188907,3,0
Black Betty,spotify:track:2ZOTtG7v1OrSNs6EINIGb4,['Ram Jam'],66,0.465,0.865,11,-9.573,0,0.098,0.018,0.00135,0.0769,0.677,117.528,237893,4,5
Blame It,spotify:track:08uGhvS5MfBk7crUCpnjva,"['Jamie Foxx', 'T-Pain']",65,0.673,0.614,7,-5.426,1,0.103,0.0782,0.0,0.139,0.362,176.052,289747,4,7
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),spotify:track:2aIdVb8v9KTpEZnftkz2mD,"['T-Pain', 'Yung Joc']",6,0.451,0.55,1,-8.137,1,0.262,0.0108,0.0,0.0737,0.594,80.001,227960,4,2
Maggie May,spotify:track:6c20LH3R4foocWLmYyojWq,['Rod Stewart'],0,0.611,0.583,2,-10.428,1,0.0408,0.611,0.0853,0.0688,0.53,129.432,350267,4,4
Brother Down,spotify:track:6bH8NQzpdpy8CvRcmFbKPW,['Sam Roberts Band'],35,0.559,0.931,0,-3.926,1,0.0318,0.3,0.000348,0.42,0.855,98.552,264133,4,1
Brand New Key,spotify:track:3P8RNytc2Xv8e0O73sq1Mr,['Rasputina'],18,0.494,0.593,0,-6.238,1,0.0307,0.542,0.0,0.119,0.52,87.508,131360,4,1
Coraline,spotify:track:7zgTAUoVFEiZVPiebzjrNU,['Rasputina'],0,0.415,0.514,2,-8.421,0,0.0402,0.334,7.95e-05,0.0981,0.403,119.269,163880,4,5
"Humankind, as the Sailor",spotify:track:041jCt1PmrIi6fzsqmPZLa,['Rasputina'],0,0.556,0.41,8,-8.842,1,0.0392,0.276,0.0262,0.108,0.0776,139.246,158587,3,0
The 2 Miss Leavens,spotify:track:5quPV9Is4arpoZ2wYSUDXq,['Rasputina'],0,0.465,0.271,2,-10.613,1,0.0293,0.0144,0.00322,0.105,0.0589,140.883,223787,3,0
Beware The Touch,spotify:track:03Wk49AEngO2IMdMfyOBSA,['Hannah Fury'],5,0.306,0.602,1,-9.764,1,0.0432,0.643,0.000293,0.271,0.252,144.495,223120,3,0
Sign of the Zodiac,spotify:track:418zOsoHsqwLJEJ2zBkgCG,['Rasputina'],20,0.335,0.294,2,-12.386,0,0.0359,0.805,0.118,0.113,0.0967,132.112,227000,4,4
My Night Sky,spotify:track:3a6TqnAYySr9rEaVs700ew,['Rasputina'],0,0.346,0.474,2,-9.467,1,0.0331,0.383,0.0882,0.116,0.369,120.577,261280,3,0
Love,spotify:track:63jtv6OVPH2SPb03icmiVo,['American Authors'],36,0.474,0.791,10,-3.607,1,0.0344,0.0791,0.0,0.136,0.756,183.999,198280,4,7
Black (feat. Norah Jones),spotify:track:5H43dazn2x2O9dkDVvaiDS,"['Danger Mouse', 'Daniele Luppi', 'Norah Jones']",50,0.454,0.638,5,-9.916,1,0.0292,0.14,0.398,0.102,0.748,170.388,211507,4,7
This Guy's In Love With You,spotify:track:7a3g7jILDCvADVN9NQIyYj,['Herb Alpert & The Tijuana Brass'],0,0.635,0.167,1,-12.998,1,0.0403,0.858,0.000999,0.213,0.246,83.768,239733,4,4
Holocaust of Giants,spotify:track:3rWWzDmTWwvFJPFJXlLcA6,['Rasputina'],0,0.245,0.587,5,-6.781,0,0.042,0.00251,5.23e-06,0.0837,0.373,180.073,180107,4,7
