danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.192,0.933,2,-4.25,1,0.0821,0.00369,0.0,0.876,0.525,182.674,183000,4
0.763,0.419,8,-9.916,0,0.0529,0.383,0.00169,0.0732,0.335,92.044,248591,4
0.764,0.868,10,-5.827,1,0.0505,0.279,0.0,0.175,0.754,131.031,194560,4
0.26,0.867,1,-6.163,1,0.0452,6.75e-06,0.000665,0.0575,0.662,141.589,207431,4
0.487,0.392,5,-7.613,1,0.03,0.658,3.2e-05,0.0977,0.206,153.979,233359,4
0.504,0.791,1,-4.626,1,0.0392,0.00139,3.94e-06,0.223,0.524,158.163,207434,4
0.339,0.783,4,-4.3,1,0.0619,0.0145,4.68e-06,0.737,0.479,146.841,326264,4
0.632,0.899,7,-4.265,1,0.1,0.00416,0.0,0.332,0.771,120.976,214641,4
0.303,0.967,10,-4.561,0,0.147,0.000124,0.0,0.0769,0.228,159.932,197666,4
0.46,0.758,8,-5.426,0,0.0571,0.000354,0.0,0.0818,0.545,137.805,140643,4
0.344,0.935,1,-5.204,1,0.0756,0.00538,0.0,0.233,0.296,143.021,264027,4
0.319,0.87,0,-7.979,1,0.581,0.0352,0.0,0.107,0.197,169.841,186755,4
0.502,0.923,2,-2.544,1,0.0652,0.00368,0.0,0.166,0.614,121.517,114307,4
0.355,0.96,7,-4.802,1,0.0513,3.19e-05,6.9e-06,0.0679,0.741,191.319,143181,4
0.455,0.881,11,-5.587,1,0.0401,0.000566,6.06e-05,0.11,0.201,137.949,331200,4
0.216,0.882,11,-5.176,0,0.0439,0.00147,0.0,0.308,0.656,189.286,193427,4
0.387,0.922,9,-5.192,0,0.0674,0.00487,0.0,0.187,0.417,146.478,222947,4
0.365,0.959,4,-4.52,0,0.141,1.18e-05,4.39e-05,0.052,0.335,143.896,125759,4
0.491,0.925,7,-5.315,1,0.0738,0.00148,0.0168,0.303,0.514,167.985,181440,4
0.689,0.783,1,-6.541,1,0.0876,0.00412,0.0,0.841,0.524,89.06,197528,4
0.615,0.895,2,-3.912,1,0.0367,0.00747,0.0,0.273,0.656,109.993,201001,4
0.387,0.984,7,-4.862,1,0.166,4.91e-05,0.0,0.361,0.27,170.086,196413,4
0.43,0.295,2,-11.454,0,0.0302,0.197,0.0,0.177,0.49,155.757,206066,4
0.392,0.875,2,-5.479,1,0.0683,0.000624,0.0,0.126,0.42,135.779,219000,4
0.289,0.833,3,-5.031,1,0.113,0.000647,0.000408,0.0927,0.141,143.314,308124,4
0.493,0.94,7,-6.097,1,0.0578,0.00014,0.00229,0.411,0.165,121.737,201919,4
0.376,0.91,2,-4.007,1,0.0615,0.00011,7.22e-05,0.102,0.356,158.05,227854,4
0.46,0.815,2,-4.417,1,0.0342,0.000464,0.000176,0.348,0.428,145.929,201201,4
0.671,0.481,11,-10.111,0,0.0486,0.508,1.14e-05,0.0835,0.487,136.045,227320,4
0.503,0.877,0,-5.106,1,0.0433,0.0347,6.22e-05,0.327,0.514,160.004,210600,4
0.512,0.916,0,-7.049,1,0.0627,0.000228,7.15e-05,0.225,0.321,109.991,163198,4
0.464,0.893,11,-3.173,0,0.0503,0.00859,0.0205,0.16,0.661,132.036,184867,4
0.572,0.906,5,-5.689,0,0.0506,0.00167,6.76e-05,0.095,0.45,126.911,219013,4
0.33,0.863,2,-4.443,1,0.0988,0.0174,0.0,0.0778,0.284,130.776,242133,4
0.521,0.759,0,-5.008,1,0.0419,0.000111,0.00292,0.0931,0.552,148.044,236440,4
0.549,0.944,2,-5.186,1,0.0459,0.000172,0.0,0.252,0.733,132.975,170133,4
0.432,0.991,2,-4.29,1,0.0786,0.000125,0.00765,0.133,0.154,150.005,221893,4
0.291,0.806,1,-6.728,1,0.0479,0.0323,0.00118,0.0929,0.117,136.361,284853,4
0.267,0.936,5,-5.283,1,0.0731,0.0276,2.68e-05,0.27,0.559,148.599,149773,4
0.357,0.841,1,-4.867,1,0.0482,4.3e-05,0.186,0.217,0.476,140.977,211040,4
0.243,0.878,9,-5.673,1,0.0566,1.81e-05,0.419,0.141,0.259,176.999,159880,4
0.197,0.896,4,-4.866,1,0.0601,9.94e-06,0.879,0.143,0.458,127.048,180400,4
0.131,0.951,2,-4.865,1,0.229,0.000391,0.0282,0.336,0.686,187.614,119360,4
0.581,0.962,11,-5.924,1,0.0388,0.0313,0.842,0.383,0.812,170.619,468093,4
0.274,0.776,6,-5.63,0,0.06,0.00595,0.809,0.597,0.408,93.378,213590,4
0.43,0.887,7,-6.175,1,0.122,0.00213,0.914,0.12,0.356,93.086,190786,4
0.247,0.692,7,-6.296,1,0.0569,0.959,0.772,0.247,0.364,76.554,219083,4
0.341,0.919,1,-5.29,1,0.0575,0.00174,0.303,0.122,0.243,92.311,236440,4
0.339,0.958,2,-7.093,1,0.119,9.35e-05,0.0521,0.164,0.121,134.134,164387,3
0.311,0.9,2,-6.48,1,0.224,0.000181,0.0116,0.0871,0.158,158.792,268520,4
0.399,0.917,2,-3.656,1,0.0962,0.00317,0.0295,0.428,0.308,103.307,143853,3
0.469,0.988,9,-5.301,1,0.104,0.00568,0.199,0.857,0.318,97.907,322171,4
0.415,0.891,11,-5.442,0,0.0423,0.00102,0.729,0.875,0.532,96.178,294840,4
0.273,0.974,2,-5.028,1,0.125,0.00683,0.843,0.348,0.273,99.965,434172,4
0.53,0.83,7,-5.206,0,0.0344,0.73,0.774,0.602,0.555,104.079,158827,4
0.212,0.903,5,-5.311,1,0.0412,0.127,0.898,0.553,0.767,173.188,145627,4
0.723,0.852,1,-6.866,0,0.237,0.0135,0.0,0.14,0.866,94.021,224973,4
0.361,0.997,6,-1.225,1,0.0995,0.00442,3.48e-06,0.328,0.227,147.961,148893,4
0.275,0.993,9,-5.474,0,0.138,0.000186,0.0,0.302,0.19,148.725,229067,4
0.364,0.873,9,-3.709,1,0.0532,6.44e-05,7.44e-05,0.326,0.532,176.852,183127,4
0.393,0.91,5,-4.613,0,0.0624,2.94e-05,0.44,0.318,0.251,140.062,207453,4
0.355,0.914,0,-3.389,1,0.0521,0.000202,0.322,0.172,0.399,95.024,260333,4
0.3,0.816,10,-6.2,0,0.034,0.0012,0.525,0.219,0.341,170.051,217440,4
0.407,0.946,0,-5.753,1,0.05,5.79e-05,0.187,0.422,0.71,155.092,343293,4
0.259,0.769,4,-5.692,1,0.0637,0.0112,0.0215,0.576,0.468,149.984,386840,3
0.495,0.883,0,-4.604,0,0.0359,0.00014,0.000445,0.287,0.755,102.473,193027,4
0.776,0.379,9,-9.351,0,0.331,0.213,0.00175,0.0969,0.346,82.531,179016,4
0.562,0.665,1,-4.054,1,0.0331,0.00977,0.0,0.0631,0.446,75.028,220693,4
0.629,0.491,2,-10.579,1,0.0363,0.243,1.46e-05,0.129,0.394,122.576,176879,4
0.754,0.639,9,-6.59,1,0.0322,0.158,0.0,0.103,0.684,100.033,251507,4
0.5,0.889,2,-4.52,1,0.0765,0.000432,0.393,0.0746,0.39,124.011,182993,4
0.547,0.651,1,-5.203,1,0.0328,0.000246,3.82e-06,0.144,0.512,120.128,193050,4
0.514,0.828,4,-4.783,1,0.318,0.131,0.0,0.688,0.655,96.916,214227,4
0.846,0.828,1,-5.447,1,0.165,0.51,1.28e-06,0.0906,0.908,97.453,219640,4
0.601,0.723,5,-5.98,1,0.148,0.0854,0.0,0.859,0.697,82.514,213147,4
0.674,0.81,2,-7.271,1,0.325,0.439,0.0,0.0571,0.566,90.026,248133,4
0.849,0.699,7,-5.097,1,0.205,0.133,0.0,0.128,0.602,89.987,249627,4
0.609,0.874,9,-4.784,0,0.0638,0.623,0.0,0.132,0.523,97.922,209267,4
0.79,0.752,11,-4.907,0,0.14,0.343,5.35e-06,0.242,0.831,97.02,210693,4
0.446,0.79,5,-5.409,0,0.172,0.222,0.0,0.126,0.711,84.655,229933,4
0.626,0.808,5,-4.978,0,0.224,0.401,0.00692,0.192,0.457,180.136,206053,4
0.856,0.677,2,-8.998,1,0.327,0.275,1.04e-06,0.133,0.461,95.011,219493,4
0.619,0.584,3,-8.716,1,0.0325,0.353,1.46e-06,0.184,0.615,116.349,263907,4
0.667,0.855,1,-5.478,1,0.0812,0.392,1.77e-05,0.416,0.847,93.142,238400,4
0.766,0.838,10,-4.916,1,0.282,0.172,0.0,0.0784,0.816,86.28,226747,4
0.816,0.876,1,-5.137,0,0.186,0.501,1.09e-05,0.146,0.653,106.783,206280,4
0.767,0.877,1,-6.037,1,0.111,0.362,0.0,0.292,0.961,96.01,246067,4
0.76,0.618,4,-7.55,1,0.235,0.276,0.0,0.127,0.554,95.009,246920,4
0.807,0.786,1,-5.474,1,0.0961,0.411,0.0,0.18,0.622,94.025,186347,4
0.81,0.614,6,-5.267,0,0.27,0.0629,0.0,0.144,0.639,89.997,202387,4
0.749,0.92,0,-3.911,1,0.171,0.192,2.13e-06,0.145,0.773,86.741,312000,4
0.755,0.877,9,-6.595,0,0.0475,0.0193,0.000104,0.0479,0.906,102.667,210493,4
0.719,0.865,2,-5.252,1,0.143,0.0101,1.47e-06,0.0279,0.961,146.061,159427,4
0.822,0.905,2,-6.782,1,0.223,0.11,0.0,0.187,0.768,124.727,253133,4
0.672,0.846,5,-6.364,0,0.392,0.13,0.0,0.822,0.623,86.017,335867,4
0.662,0.921,11,-3.952,0,0.0587,0.127,0.0,0.769,0.555,99.978,246787,4
0.87,0.871,4,-5.575,0,0.111,0.23,0.0,0.504,0.814,106.975,232139,4
0.684,0.883,6,-5.381,0,0.12,0.606,0.0,0.0859,0.726,95.344,246893,4
0.711,0.718,6,-5.739,1,0.038,0.00824,0.00208,0.0732,0.688,117.071,200293,4
0.672,0.603,2,-7.777,0,0.0333,0.249,0.00277,0.127,0.655,113.194,313053,4
0.363,0.972,7,-3.608,1,0.115,0.000178,5.78e-05,0.857,0.182,144.993,163213,4
0.406,0.788,6,-5.358,1,0.0513,0.00138,0.0,0.131,0.299,143.176,231813,4
0.711,0.811,11,-4.72,1,0.0377,0.0357,0.00868,0.246,0.961,140.01,194549,4
0.295,0.917,4,-8.008,1,0.052,0.00928,0.728,0.28,0.622,173.316,137427,4
0.183,0.876,2,-5.495,0,0.051,0.0104,0.359,0.267,0.771,187.775,154720,4
0.29,0.853,0,-6.111,1,0.031,0.117,0.88,0.386,0.717,166.643,238587,4
0.424,0.919,9,-4.629,1,0.1,0.00306,0.00674,0.123,0.684,163.732,171467,4
0.41,0.994,9,-3.485,1,0.0815,0.00168,0.000157,0.308,0.597,169.755,132080,4
0.448,0.969,7,-3.714,1,0.0372,2.56e-05,0.0015,0.2,0.963,95.79,132427,4
0.437,0.99,2,-3.704,1,0.0533,5.93e-06,0.0142,0.183,0.34,92.87,205440,4
0.408,0.915,4,-5.124,1,0.0451,0.00125,3.83e-05,0.0351,0.854,137.444,218053,4
0.3,0.929,1,-3.214,1,0.0636,0.000259,2.26e-06,0.329,0.59,147.116,548253,4
0.636,0.854,1,-4.061,0,0.139,0.00401,6.06e-05,0.0252,0.646,97.515,165093,4
0.35,0.996,8,-2.493,0,0.0693,0.000636,9.89e-05,0.0407,0.543,196.076,142507,4
0.384,0.83,7,-3.87,1,0.0693,0.00039,0.0,0.886,0.318,111.061,228457,3
0.676,0.66,11,-4.229,1,0.0278,0.000888,0.0,0.133,0.771,110.045,192120,4
0.572,0.757,11,-4.436,1,0.0315,0.00042,0.0,0.0808,0.461,106.866,189960,4
0.59,0.888,8,-3.192,0,0.0584,0.000111,0.0,0.275,0.843,152.089,192053,4
0.492,0.857,8,-3.767,0,0.0409,0.000254,0.0,0.217,0.376,134.909,209880,4
0.626,0.912,6,-4.044,1,0.0699,0.00351,0.0,0.145,0.389,102.044,153400,4
0.56,0.914,1,-3.846,1,0.079,1.13e-05,7.9e-05,0.0285,0.694,152.046,206627,4
0.386,0.767,8,-3.962,1,0.0352,0.000304,0.0038,0.094,0.193,104.492,197653,4
0.485,0.911,5,-3.212,0,0.0476,2.12e-05,1.59e-05,0.126,0.774,160.021,213120,4
0.561,0.928,10,-3.852,1,0.047,0.00127,0.0,0.0654,0.526,105.048,222533,4
0.502,0.814,11,-4.505,1,0.0378,0.00186,0.0,0.338,0.701,158.128,176307,4
0.453,0.978,1,-2.468,1,0.159,0.00022,0.0,0.319,0.6,191.94,143613,4
0.427,0.988,5,-2.125,0,0.0748,0.000163,0.0,0.361,0.672,180.011,156107,4
0.468,0.964,6,-2.393,0,0.0647,1.63e-05,1.56e-05,0.12,0.549,163.973,144147,4
0.391,0.923,9,-3.847,1,0.0654,0.00158,1.23e-06,0.0941,0.611,161.072,206720,4
0.378,0.965,0,-2.412,0,0.0726,2.77e-05,2.42e-06,0.233,0.332,197.965,131240,4
0.52,0.989,6,-2.107,1,0.0754,4.27e-05,0.0,0.203,0.35,120.097,146560,4
0.498,0.985,5,-3.162,0,0.139,0.000253,5.94e-06,0.21,0.332,156.009,193360,4
0.453,0.784,5,-4.931,1,0.0556,0.232,0.0306,0.534,0.556,86.343,163947,4
0.362,0.836,9,-5.663,1,0.0721,0.0366,0.000321,0.38,0.265,124.056,264893,4
0.287,0.926,2,-4.581,1,0.0757,0.0219,0.0413,0.374,0.454,101.131,214348,3
0.297,0.835,6,-5.73,1,0.0591,0.351,0.14,0.137,0.328,161.129,194080,1
0.564,0.753,5,-5.223,1,0.0433,0.00512,2.43e-06,0.167,0.414,152.064,212547,4
0.573,0.745,7,-5.473,1,0.0317,0.000204,0.0229,0.0698,0.354,126.015,273280,4
0.219,0.93,4,-4.178,0,0.201,0.000116,1.09e-05,0.578,0.278,171.468,206200,4
0.168,0.974,2,-4.862,1,0.0655,0.000598,0.783,0.295,0.609,205.278,116440,4
0.415,0.782,2,-6.745,1,0.0461,0.0011,0.0,0.14,0.564,135.029,148480,4
0.273,0.943,0,-5.317,1,0.171,0.000461,9.22e-05,0.336,0.615,181.521,174346,4
0.744,0.721,0,-7.008,1,0.0899,0.025,0.0466,0.155,0.965,157.188,207200,4
0.269,0.713,7,-11.416,0,0.0447,0.00603,0.0,0.294,0.816,174.006,175227,4
0.805,0.719,8,-7.643,1,0.324,0.0288,0.0,0.327,0.906,137.096,135766,4
0.607,0.713,5,-6.206,1,0.243,0.166,0.0,0.769,0.482,134.994,245333,4
0.687,0.672,0,-5.975,0,0.0573,0.198,0.0,0.175,0.792,80.035,261000,4
0.773,0.625,1,-7.029,0,0.176,0.149,0.0,0.0619,0.676,82.004,227648,4
0.835,0.681,8,-4.357,1,0.111,0.249,0.0,0.18,0.687,113.989,202087,4
0.639,0.815,11,-4.962,0,0.252,0.232,0.0,0.299,0.4,159.903,243280,4
0.375,0.958,10,-3.948,1,0.101,2.93e-05,0.000393,0.248,0.337,169.091,217347,4
0.366,0.963,11,-5.301,0,0.142,0.000273,0.0122,0.115,0.211,137.114,366213,4
0.692,0.394,11,-8.745,0,0.207,0.472,0.000191,0.117,0.324,89.936,170852,4
0.397,0.982,8,-3.752,1,0.0682,0.00587,0.00591,0.346,0.723,96.81,210480,4
0.5,0.921,6,-5.261,1,0.0355,0.000165,0.00118,0.0959,0.891,90.861,127533,4
0.221,0.887,10,-8.396,1,0.0537,0.00023,0.177,0.159,0.638,173.569,174040,4
0.514,0.605,7,-8.625,1,0.046,0.725,0.0,0.238,0.823,77.75,185760,4
0.796,0.608,11,-10.936,1,0.041,0.499,0.887,0.0979,0.907,108.756,213303,4
0.66,0.804,0,-7.618,1,0.117,0.202,0.0139,0.108,0.87,125.842,200177,4
0.443,0.875,2,-5.046,1,0.0723,0.00126,0.0,0.111,0.414,133.747,241067,4
0.72,0.494,0,-6.265,1,0.04,0.182,0.00526,0.106,0.835,141.986,191189,4
0.427,0.835,0,-5.501,1,0.0381,0.0711,0.0011,0.162,0.379,145.749,324046,4
0.665,0.9,10,-4.778,0,0.0378,0.0108,0.00189,0.33,0.946,149.934,174720,4
0.562,0.728,7,-5.492,1,0.0275,0.199,0.00405,0.252,0.521,75.266,145218,4
0.801,0.601,11,-7.362,0,0.203,0.147,0.011,0.108,0.282,96.998,283225,4
0.176,0.954,7,-7.141,1,0.108,0.000946,0.000226,0.369,0.204,192.119,152170,4
0.628,0.366,11,-8.435,1,0.0749,0.0597,0.000328,0.103,0.618,147.019,228533,3
0.676,0.594,0,-5.588,0,0.053,0.00324,0.000912,0.0645,0.602,131.922,162200,4
0.678,0.575,6,-7.215,0,0.0354,0.49,2.54e-05,0.259,0.603,106.933,207620,4
0.83,0.631,11,-5.238,0,0.0313,0.0022,0.0359,0.0539,0.877,128.013,222787,4
0.598,0.71,0,-6.839,0,0.0272,0.0476,1.77e-05,0.1,0.726,97.976,274294,4
0.59,0.513,4,-9.476,1,0.0375,0.0481,0.000108,0.0906,0.406,141.988,218000,4
0.42,0.825,2,-5.343,1,0.0468,0.000559,0.728,0.183,0.307,152.934,221240,4
0.395,0.826,2,-5.918,1,0.0508,0.0251,0.000266,0.0856,0.637,81.684,207934,4
0.3,0.694,2,-6.651,1,0.0483,0.00769,0.000615,0.299,0.359,106.246,314787,4
0.549,0.904,1,-3.478,0,0.0409,0.000254,0.0,0.157,0.812,145.95,181320,4
0.256,0.899,1,-5.751,1,0.067,0.000435,0.435,0.248,0.362,80.977,200587,4
0.277,0.933,6,-5.797,1,0.0586,0.00606,0.532,0.102,0.444,129.681,191320,4
0.144,0.947,1,-5.969,1,0.122,0.000313,0.0649,0.0462,0.0386,168.021,219592,4
0.268,0.68,4,-6.05,1,0.0306,0.2,0.00162,0.132,0.655,172.796,159507,4
0.265,0.866,6,-4.203,1,0.096,0.0254,4.01e-05,0.156,0.198,94.838,138813,4
0.3,0.953,1,-1.85,1,0.07,0.00213,0.0,0.228,0.252,174.948,180347,3
0.405,0.505,5,-7.75,1,0.0458,0.592,0.0,0.121,0.318,164.971,262600,4
0.725,0.418,9,-8.799,1,0.0309,0.346,1.01e-06,0.0658,0.378,77.923,293347,4
0.52,0.931,2,-5.672,1,0.0376,0.191,0.000535,0.266,0.957,80.881,115046,4
0.373,0.973,2,-2.698,1,0.0852,0.0241,0.717,0.292,0.591,83.196,171515,4
0.659,0.89,6,-8.446,1,0.057,0.0816,2.69e-05,0.112,0.612,90.005,174347,4
0.447,0.684,9,-8.733,0,0.0436,0.174,0.0546,0.184,0.244,176.044,307600,4
0.318,0.982,8,-3.706,0,0.314,0.00143,0.0645,0.38,0.53,179.96,170679,4
0.567,0.779,4,-6.417,0,0.0504,0.203,7.23e-05,0.268,0.472,83.994,197815,4
0.479,0.817,11,-5.15,0,0.0684,0.000369,3.07e-05,0.434,0.72,166.122,134284,4
0.46,0.908,4,-5.153,1,0.0964,0.0144,0.000483,0.321,0.72,91.973,168699,4
0.337,0.929,7,-6.59,1,0.0722,0.0655,0.0,0.131,0.753,161.791,186627,4
0.528,0.965,11,-3.322,0,0.0968,0.075,0.00015,0.158,0.526,104.616,238000,4
0.261,0.965,0,-4.53,1,0.0967,0.000371,0.000427,0.156,0.397,140.918,224267,4
0.419,0.922,7,-4.583,1,0.0694,0.00136,0.0,0.11,0.546,146.347,188747,4
0.556,0.845,9,-3.578,0,0.0442,0.000726,0.0,0.0942,0.718,150.003,205822,4
0.55,0.842,1,-3.902,1,0.0486,0.0084,0.0,0.0779,0.379,105.119,207679,4
0.476,0.902,5,-4.199,1,0.0411,6.79e-05,0.000525,0.283,0.533,131.475,186373,4
0.343,0.926,0,-2.953,1,0.0696,0.000277,0.000286,0.261,0.502,132.436,147880,4
0.745,0.737,0,-5.657,1,0.173,0.0076,0.0,0.0758,0.851,138.034,198018,4
0.422,0.819,2,-7.698,1,0.051,0.000484,0.0412,0.185,0.598,139.784,259813,4
0.397,0.928,9,-3.298,1,0.0496,0.00139,0.0146,0.0531,0.896,179.401,236887,4
0.742,0.56,4,-7.723,1,0.0308,0.213,8.62e-06,0.0895,0.683,107.005,204504,4
0.501,0.811,11,-6.479,1,0.0668,0.232,1.29e-05,0.344,0.857,156.023,213081,4
0.486,0.7,4,-10.152,1,0.0556,0.00379,8.48e-06,0.164,0.261,76.474,245667,4
0.476,0.865,6,-7.653,0,0.0542,2.11e-05,3.46e-05,0.115,0.688,150.07,223867,4
0.47,0.91,6,-6.458,1,0.0425,1.07e-05,0.00906,0.326,0.32,130.013,240522,4
0.805,0.784,10,-6.699,0,0.346,0.688,0.0,0.103,0.745,94.992,257920,4
0.385,0.963,1,-2.532,0,0.0846,8.96e-05,0.000141,0.132,0.412,144.901,154267,4
0.564,0.682,6,-6.46,0,0.0289,0.0838,0.697,0.19,0.302,85.276,219823,4
0.569,0.87,9,-4.019,0,0.135,0.125,0.893,0.397,0.5,91.002,151607,4
0.571,0.373,11,-8.068,1,0.348,0.736,0.458,0.141,0.501,135.796,145655,1
0.772,0.498,8,-7.661,1,0.649,0.115,0.0,0.0898,0.351,81.817,216727,4
0.505,0.546,1,-5.028,0,0.0257,0.243,0.00718,0.186,0.685,84.115,194200,4
0.798,0.854,6,-3.778,0,0.214,0.0833,2.89e-06,0.276,0.951,93.018,203227,4
0.533,0.739,5,-3.573,0,0.0602,0.029,0.0,0.266,0.617,81.37,234307,4
0.505,0.88,11,-3.403,1,0.126,2.18e-05,0.85,0.167,0.287,172.04,330174,4
0.55,0.938,11,-3.556,0,0.0522,0.00171,2.18e-05,0.555,0.433,133.99,214493,4
0.508,0.973,5,-2.587,0,0.155,0.00169,0.0103,0.327,0.305,74.958,225700,4
0.733,0.477,2,-6.737,0,0.0687,0.302,2.97e-06,0.0579,0.545,62.507,216133,4
0.698,0.542,2,-4.317,1,0.131,0.132,0.00117,0.199,0.664,140.096,165391,4
0.407,0.916,0,-2.527,1,0.113,0.00218,0.0,0.343,0.633,97.226,177465,4
0.56,0.859,4,-8.037,0,0.141,0.0136,0.521,0.672,0.114,124.663,387707,4
0.486,0.926,9,-3.864,0,0.0932,0.00301,0.0,0.0473,0.551,139.985,260173,4
0.58,0.981,8,-2.603,0,0.06,0.0171,1.07e-05,0.386,0.861,134.007,195667,4
0.466,0.954,11,-3.633,0,0.132,0.00015,0.00343,0.387,0.396,170.058,220173,4
0.546,0.583,6,-7.317,0,0.0348,0.002,0.173,0.115,0.235,128.017,246787,4
0.556,0.898,1,-5.465,1,0.0587,0.57,0.897,0.0951,0.127,125.99,359785,4
0.567,0.677,11,-3.904,0,0.0348,0.015,4.43e-05,0.134,0.441,126.958,210040,4
0.583,0.785,2,-3.991,0,0.0337,0.0012,0.0127,0.124,0.355,91.977,270589,4
0.466,0.841,4,-4.683,0,0.0873,0.219,0.000286,0.14,0.317,171.874,231040,4
0.705,0.611,2,-6.772,0,0.236,0.0309,0.0,0.0903,0.596,87.996,208273,4
0.383,0.97,9,-5.638,1,0.0435,0.0276,0.0,0.0942,0.62,101.603,313926,4
0.59,0.45,4,-12.599,1,0.0325,0.0519,0.000851,0.0894,0.571,157.026,219200,4
0.699,0.566,10,-5.459,0,0.0457,0.0259,1.23e-06,0.0745,0.453,89.019,175909,4
0.543,0.943,5,-3.949,1,0.0512,0.000308,0.0,0.089,0.662,140.089,162983,4
0.218,0.989,3,-4.553,1,0.214,0.00512,1.54e-05,0.088,0.464,199.711,180528,4
0.424,0.537,1,-6.799,1,0.029,0.184,0.0997,0.123,0.309,204.247,163233,4
0.485,0.909,7,-2.913,1,0.0641,0.000411,9.88e-06,0.295,0.323,129.108,269048,4
0.522,0.7,5,-5.49,1,0.0462,0.00243,0.0,0.137,0.467,173.891,213627,4
0.618,0.892,9,-5.616,1,0.0392,0.00222,0.0,0.172,0.889,157.076,204089,4
0.441,0.902,9,-6.63,1,0.0388,0.000104,5.25e-06,0.153,0.516,154.891,196197,4
0.36,0.864,10,-6.885,1,0.0386,0.00416,0.00011,0.285,0.816,179.978,191545,4
0.483,0.916,9,-6.517,1,0.0439,0.00275,1.91e-05,0.338,0.825,154.95,180739,4
0.467,0.735,6,-5.108,0,0.0338,0.00206,0.000883,0.3,0.767,122.326,164560,4
0.651,0.693,2,-6.15,1,0.0929,0.0177,5.93e-06,0.0411,0.967,91.035,89640,4
0.442,0.931,5,-6.631,1,0.0947,0.122,0.0,0.45,0.509,127.535,138160,4
0.431,0.962,4,-7.216,1,0.182,0.0413,0.000211,0.124,0.75,179.683,199341,4
0.792,0.782,11,-6.742,1,0.102,0.00481,0.172,0.108,0.548,124.049,234000,4
0.826,0.936,7,-5.677,1,0.116,0.00938,0.743,0.0968,0.49,124.004,269047,4
0.808,0.85,5,-8.772,1,0.0868,0.115,0.000109,0.316,0.717,106.855,186533,4
0.557,0.485,9,-15.055,0,0.0463,0.43,0.0122,0.177,0.55,115.346,200760,4
0.698,0.701,7,-7.629,1,0.0288,0.173,9.16e-06,0.0768,0.899,103.026,201640,4
0.666,0.827,6,-6.618,0,0.0301,0.0598,0.0,0.27,0.899,122.979,190472,4
0.499,0.736,5,-7.967,1,0.0377,0.00369,0.000124,0.108,0.893,149.577,265804,4
0.543,0.721,0,-5.377,1,0.0329,0.000217,3.28e-06,0.102,0.346,170.078,205287,4
0.482,0.804,11,-6.44,1,0.0367,0.000469,0.397,0.436,0.542,109.979,165016,4
0.356,0.844,8,-5.493,1,0.0531,0.0234,5.22e-06,0.526,0.411,162.008,247190,4
0.35,0.947,9,-7.858,1,0.064,0.00016,0.0,0.409,0.578,195.148,201478,4
0.857,0.789,10,-6.081,0,0.252,0.0194,0.0,0.304,0.725,98.086,329840,4
0.832,0.543,11,-7.224,0,0.399,0.0307,0.0,0.0786,0.644,159.292,303867,4
0.725,0.931,6,-5.737,0,0.24,0.0149,0.0,0.268,0.549,110.243,275627,4
0.304,0.931,9,-3.026,0,0.0615,1.72e-05,0.0,0.271,0.36,162.873,234373,4
0.397,0.823,5,-6.814,0,0.129,0.464,0.000132,0.712,0.599,88.547,272093,4
0.485,0.444,7,-10.854,1,0.229,0.571,0.0,0.674,0.755,208.489,433347,4
0.555,0.552,5,-11.833,1,0.0403,0.777,8.34e-06,0.124,0.427,94.08,223213,4
0.42,0.929,7,-3.899,0,0.121,0.000353,0.000747,0.122,0.3,127.204,210240,4
0.252,0.849,5,-6.501,1,0.0581,0.0377,0.00592,0.0545,0.194,163.704,387213,4
0.649,0.888,0,-5.111,1,0.271,0.0371,2.36e-05,0.915,0.564,89.947,169095,4
0.51,0.907,2,-4.239,1,0.441,0.244,0.0,0.133,0.521,93.442,260122,4
0.291,0.767,7,-6.913,0,0.0862,0.000401,0.0119,0.0763,0.358,175.699,234800,4
0.405,0.964,11,-4.027,0,0.0962,0.000374,4.56e-05,0.143,0.443,185.966,191953,4
0.648,0.863,1,-5.751,0,0.0709,0.374,0.0,0.627,0.489,158.005,266347,4
0.291,0.963,10,-3.881,0,0.0726,0.000146,1.41e-06,0.173,0.306,86.187,213448,4
0.646,0.588,9,-6.679,1,0.0549,0.0012,0.084,0.329,0.472,114.998,430370,4
0.273,0.874,1,-5.442,0,0.047,0.000221,5.63e-05,0.186,0.565,99.429,150720,3
0.182,0.971,10,-4.172,1,0.184,0.000681,0.87,0.141,0.0765,113.377,181613,4
0.253,0.791,8,-4.889,1,0.0447,0.0119,0.0,0.0957,0.0808,159.916,294064,4
0.55,0.856,5,-3.985,1,0.0398,0.000107,0.000715,0.297,0.477,123.119,203023,4
0.313,0.883,5,-4.864,0,0.0434,4.95e-06,0.247,0.34,0.585,134.022,146280,4
0.171,0.828,2,-5.053,1,0.0499,1.64e-05,0.219,0.299,0.583,144.491,256360,4
0.356,0.795,1,-5.36,0,0.0316,0.00131,0.24,0.169,0.501,151.878,169773,5
0.427,0.908,2,-5.3,1,0.0458,0.00043,7.84e-05,0.123,0.364,124.611,190280,4
0.383,0.986,9,-2.796,1,0.0617,0.000287,0.0,0.179,0.578,157.871,163227,4
